515	The Remains of the Day	0107943	Lo que queda del día	http://ia.media-imdb.com/images/M/MV5BMTM2NzIwMTM5NV5BMl5BanBnXkFtZTcwNjQ2MTYyMQ@@._V1._SX214_CR0,0,214,314_.jpg	1993	remains_of_the_day	8.4	38	37	1	97	8.3	8	7	1	87	3.8	6319	86	http://content8.flixster.com/movie/25/57/255706_det.jpg
516	Renaissance Man	0110971	Un poeta entre reclutas	http://ia.media-imdb.com/images/M/MV5BMTI5MDI4MzM4M15BMl5BanBnXkFtZTcwMTE2MTIyMQ@@._V1._SY314_CR3,0,214,314_.jpg	1994	renaissance_man	4.4	18	3	15	16	0	3	0	3	0	2.9	2575	54	http://content8.flixster.com/movie/25/80/258018_det.jpg
517	Rising Sun	0107969	Sol naciente	http://ia.media-imdb.com/images/M/MV5BMjAyNjc0MTE5NV5BMl5BanBnXkFtZTcwODY4MTU1MQ@@._V1._SY314_CR3,0,214,314_.jpg	1993	rising_sun	5.1	35	12	23	34	5.2	11	4	7	36	2.9	4796	47	http://content6.flixster.com/movie/11/12/51/11125172_det.jpg
518	The Road to Wellville	0111001	El balneario de Battle Creek	http://ia.media-imdb.com/images/M/MV5BMTg0MDc4NTY5N15BMl5BanBnXkFtZTcwMzU1NTYyMQ@@._V1._SY314_CR4,0,214,314_.jpg	1994	road_to_wellville	4.9	16	7	9	43	0	2	1	1	50	2.8	1442	39	http://content8.flixster.com/movie/27/26/272698_det.jpg
519	RoboCop 3	0107978	RoboCop 3	http://ia.media-imdb.com/images/M/MV5BMTMyNDg0NzYyM15BMl5BanBnXkFtZTcwMDkxNDUyMQ@@._V1._SY314_CR8,0,214,314_.jpg	1993	robocop_3	3.1	28	1	27	3	3	6	0	6	0	2.3	6600	21	http://content6.flixster.com/movie/26/64/266400_det.jpg
520	Robin Hood: Men in Tights	0107977	Las locas, locas aventuras de Robin Hood	http://ia.media-imdb.com/images/M/MV5BMTA2OTYyODU3MDheQTJeQWpwZ15BbWU3MDA5MjIwNDE@._V1._SY314_CR2,0,214,314_.jpg	1993	robin_hood_men_in_tights	5.1	22	10	12	45	0	1	0	1	0	3.5	45946	79	http://content9.flixster.com/movie/10/93/73/10937331_det.jpg
521	Romeo Is Bleeding	0107983	Doble juego	http://ia.media-imdb.com/images/M/MV5BMTA3MTgzMDc5MjdeQTJeQWpwZ15BbWU3MDk0NjU1MjE@._V1._SY314_CR4,0,214,314_.jpg	1993	romeo_is_bleeding	4.5	34	8	26	23	3.6	9	0	9	0	3.3	1704	62	http://content7.flixster.com/movie/27/18/271821_det.jpg
522	Romper Stomper	0105275	Romper Stomper	http://ia.media-imdb.com/images/M/MV5BMTIxNjgxNDA4MV5BMl5BanBnXkFtZTcwNTY4NDEzMQ@@._V1._SY314_CR4,0,214,314_.jpg	1992	romper_stomper	6.2	24	19	5	79	0	4	1	3	25	3.5	11581	72	http://content7.flixster.com/movie/10/94/01/10940169_det.jpg
523	Ruby in Paradise	0108000	Ruby en el paraíso	http://ia.media-imdb.com/images/M/MV5BMTk2MTMxMzY3OF5BMl5BanBnXkFtZTcwMzg0NDMzMQ@@._V1._SY314_CR3,0,214,314_.jpg	1993	ruby_in_paradise	7.8	15	14	1	93	0	2	2	0	100	3.8	186	77	http://content6.flixster.com/movie/10/83/91/10839188_det.jpg
524	Rudy	0108002	Rudy: Reto a la gloria	http://ia.media-imdb.com/images/M/MV5BMTI1NTc4NjA4M15BMl5BanBnXkFtZTcwNDYwOTgxMQ@@._V1._SY314_CR1,0,214,314_.jpg	1993	rudy	6.8	34	27	7	79	6.7	8	6	2	75	3.7	21916	88	http://content7.flixster.com/movie/10/84/77/10847749_det.jpg
525	The Saint of Fort Washington	0108026	Ángeles sin cielo	http://ia.media-imdb.com/images/M/MV5BMTk2ODQ0MzM5M15BMl5BanBnXkFtZTcwNDMyMjQyMQ@@._V1._SX80_SY140_.jpg	1993	saint_of_fort_washington	6.5	9	6	3	66	0	3	2	1	66	3.9	305	84	http://content8.flixster.com/movie/10/86/88/10868814_det.jpg
526	Les nuits fauves	0105032	Las noches salvajes	http://ia.media-imdb.com/images/M/MV5BMTUzMjExNzE1NF5BMl5BanBnXkFtZTcwNzgzNzcxMQ@@._V1._SX214_CR0,0,214,314_.jpg	1992	les-nuits-fauves-savage-nights	0	0	0	0	0	0	0	0	0	0	0	0	0	http://content7.flixster.com/movie/10/89/94/10899445_det.jpg
527	Schindler's List	0108052	La lista de Schindler	http://ia.media-imdb.com/images/M/MV5BMTIxOTAxNTc4NF5BMl5BanBnXkFtZTcwOTg1NzQyMQ@@._V1._SY314_CR2,0,214,314_.jpg	1993	schindlers_list	8.8	59	57	2	96	8.4	10	10	0	100	4.3	83125	96	http://content6.flixster.com/movie/26/71/267112_det.jpg
528	The Last Boy Scout	0102266	El último Boy Scout	http://ia.media-imdb.com/images/M/MV5BMTUxNjQxMTAwMV5BMl5BanBnXkFtZTcwNTI5ODMyMQ@@._V1._SY314_CR8,0,214,314_.jpg	1991	last_boy_scout	5.1	30	13	17	43	0	4	2	2	50	3.3	11177	66	http://content9.flixster.com/movie/10/92/20/10922043_det.jpg
529	Searching for Bobby Fischer	0108065	En busca de Bobby Fischer	http://ia.media-imdb.com/images/M/MV5BMTI3NzY3ODg3N15BMl5BanBnXkFtZTcwNzU1NzcyMQ@@._V1._SY314_CR4,0,214,314_.jpg	1993	searching_for_bobby_fischer	8.1	33	33	0	100	8.4	8	8	0	100	3.5	3580	81	http://content6.flixster.com/movie/25/59/255904_det.jpg
530	Second Best	0328390	Second Best	http://ia.media-imdb.com/images/M/MV5BMTk3ODMyNTg3OF5BMl5BanBnXkFtZTcwOTE4NjUzMQ@@._V1._SY314_CR2,0,214,314_.jpg	2004	10003765-second_best	5	16	6	10	37	4.5	8	2	6	25	3	174	37	http://content8.flixster.com/movie/30/99/309926_det.jpg
531	The Secret Garden	0108071	El jardín secreto	http://ia.media-imdb.com/images/M/MV5BNzEyNTc0NjE0MF5BMl5BanBnXkFtZTcwNTUzNzYxMQ@@._V1._SY314_CR7,0,214,314_.jpg	1993	1045518-secret_garden	8.1	17	16	1	94	0	3	2	1	66	3.3	14794	72	http://content9.flixster.com/movie/11/15/28/11152871_det.jpg
532	Serial Mom	0111127	Los asesinatos de mamá	http://ia.media-imdb.com/images/M/MV5BNTY2OTAyMDM4M15BMl5BanBnXkFtZTcwODIyNTEzMQ@@._V1._SY314_CR8,0,214,314_.jpg	1994	serial_mom	5.8	44	27	17	61	4	8	1	7	12	3	6394	62	http://content6.flixster.com/movie/27/10/271008_det.jpg
533	Kagemusha	0080979	Kagemusha, la sombra del guerrero	http://ia.media-imdb.com/images/M/MV5BMTU4NDc5Mjk5OF5BMl5BanBnXkFtZTcwMDkyNjcyMQ@@._V1._SY314_CR5,0,214,314_.jpg	1980	kagemusha	7.5	19	16	3	84	0	2	1	1	50	4.2	4005	91	http://content6.flixster.com/movie/10/93/41/10934152_det.jpg
534	Shadowlands	0108101	Tierras de penumbra	http://ia.media-imdb.com/images/M/MV5BMTI4NjgwMDMyMl5BMl5BanBnXkFtZTcwNTM4MDMzMQ@@._V1._SY314_CR4,0,214,314_.jpg	1993	1048267-shadowlands	8	28	27	1	96	8.8	6	6	0	100	3.9	3260	85	http://content7.flixster.com/movie/25/57/255701_det.jpg
535	Short Cuts	0108122	Vidas cruzadas	http://ia.media-imdb.com/images/M/MV5BNzI4NTg5MDMzNl5BMl5BanBnXkFtZTcwMjk0MTcyMQ@@._V1._SY314_CR13,0,214,314_.jpg	1993	short_cuts	7.8	51	48	3	94	8.1	8	7	1	87	3.9	5867	87	http://content9.flixster.com/movie/11/12/17/11121735_det.jpg
536	A Simple Twist of Fate	0111194	Un golpe del destino	http://ia.media-imdb.com/images/M/MV5BMTIzMDQxNjk3MF5BMl5BanBnXkFtZTcwODk5NTUyMQ@@._V1._SY314_CR2,0,214,314_.jpg	1994	simple_twist_of_fate	5.5	19	9	10	47	0	2	0	2	0	3.1	1672	52	http://content9.flixster.com/movie/26/22/262291_det.jpg
537	Sairen	0494815	Sairen		2006	sairenforbidden-siren	0	0	0	0	0	0	0	0	0	0	0	0	0	http://content7.flixster.com/movie/10/82/85/10828537_det.jpg
538	Six Degrees of Separation	0108149	Seis grados de separación	http://ia.media-imdb.com/images/M/MV5BMTc0NjYzODI2MF5BMl5BanBnXkFtZTYwOTUwMDk5._V1._SX214_CR0,0,214,314_.jpg	1993	six_degrees_of_separation	7.1	30	27	3	90	0	3	1	2	33	3.3	3720	67	http://content6.flixster.com/movie/10/84/47/10844780_det.jpg
539	Sleepless in Seattle	0108160	Algo para recordar	http://ia.media-imdb.com/images/M/MV5BMTIzNDM0MTAzNV5BMl5BanBnXkFtZTcwNDE3MDMyMQ@@._V1._SY314_CR1,0,214,314_.jpg	1993	sleepless_in_seattle	6.5	43	31	12	72	5.6	10	6	4	60	3.3	36965	75	http://content7.flixster.com/movie/11/12/06/11120641_det.jpg
540	Sliver	0108162	Acosada	http://ia.media-imdb.com/images/M/MV5BMTI1MDUxNDk3MV5BMl5BanBnXkFtZTcwNDQ2NDQzMQ@@._V1._SY314_CR3,0,214,314_.jpg	1993	sliver	3.6	24	3	21	12	0	2	0	2	0	2.5	2511	34	http://content9.flixster.com/movie/19/52/73/1952731_det.jpg
541	Blade Runner	0083658	Blade Runner	http://ia.media-imdb.com/images/M/MV5BMTkxNTQ5NTI0Ml5BMl5BanBnXkFtZTYwODgzMDc4._V1._SX214_CR0,0,214,314_.jpg	1982	replikator-cloned-to-kill	0	0	0	0	0	0	0	0	0	0	0	0	0	http://content8.flixster.com/movie/10/85/39/10853986_det.jpg
542	Son in Law	0108186	Menudo yerno	http://ia.media-imdb.com/images/M/MV5BMTUxNDkyODMwN15BMl5BanBnXkFtZTYwODA3NjU5._V1._SY314_CR2,0,214,314_.jpg	1993	son_in_law_1993	3.8	17	4	13	23	0	3	0	3	0	2.9	5679	62	http://content8.flixster.com/movie/25/67/256726_det.jpg
543	So I Married an Axe Murderer	0108174	Una novia sin igual	http://ia.media-imdb.com/images/M/MV5BMTY3OTY0NzYzMV5BMl5BanBnXkFtZTcwMDc2MjYxMQ@@._V1._SY314_CR4,0,214,314_.jpg	1993	so_i_married_an_axe_murderer	5.3	30	15	15	50	5	8	3	5	37	3	11154	66	http://content8.flixster.com/movie/10/86/72/10867222_det.jpg
544	Striking Distance	0108238	Persecución mortal	http://ia.media-imdb.com/images/M/MV5BMjA2NTg2Mzc0NF5BMl5BanBnXkFtZTcwMjYxNjYyMQ@@._V1._SY314_CR1,0,214,314_.jpg	1993	striking_distance	3.6	19	3	16	15	0	2	0	2	0	2.8	4532	39	http://content8.flixster.com/movie/27/27/272702_det.jpg
545	Harem suaré	0179841	El último harén	http://ia.media-imdb.com/images/M/MV5BMjcwNjYxMTcxNF5BMl5BanBnXkFtZTcwODMwMjAyMQ@@._V1._SY314_CR4,0,214,314_.jpg	1999	1121056-harem	0	1	1	0	100	0	0	0	0	0	0	0	0	http://content9.flixster.com/movie/27/77/277707_det.jpg
546	Super Mario Bros.	0108255	Super Mario Bros.	http://ia.media-imdb.com/images/M/MV5BNDc3OTQ1OTkwNV5BMl5BanBnXkFtZTcwMzUzOTUxMQ@@._V1._SY314_CR4,0,214,314_.jpg	1993		\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
547	Surviving the Game	0111323	Juego de supervivencia	http://ia.media-imdb.com/images/M/MV5BMTIxMzY0MDU0OV5BMl5BanBnXkFtZTcwNjIxNTYyMQ@@._V1._SY314_CR5,0,214,314_.jpg	1994	surviving_the_game	4.3	13	3	10	23	0	1	0	1	0	3	1673	48	http://content7.flixster.com/movie/27/64/276405_det.jpg
548	Terminal Velocity	0111400	Velocidad terminal	http://ia.media-imdb.com/images/M/MV5BMjE5MzUxMjIxMF5BMl5BanBnXkFtZTcwNDA3MzQyMQ@@._V1._SY314_CR1,0,214,314_.jpg	1994	terminal_velocity	3.6	20	3	17	15	0	3	0	3	0	2.6	1883	25	http://content8.flixster.com/movie/90/84/39/9084394_det.jpg
549	Thirty Two Short Films About Glenn Gould	0108328	Sinfonía en soledad: un retrato de Glenn Gould	http://ia.media-imdb.com/images/M/MV5BMjA4MTA3NjI0N15BMl5BanBnXkFtZTcwMzUxOTAwMQ@@._V1._SY314_CR1,0,214,314_.jpg	1993	thirty-two-short-films-about-glenn-gould	8	17	15	2	88	0	3	3	0	100	3.8	1129	79	http://content6.flixster.com/movie/11/13/76/11137636_det.jpg
550	Threesome	0111418	Tres formas de amar	http://ia.media-imdb.com/images/M/MV5BMTM1NzQ4NDI3Ml5BMl5BanBnXkFtZTcwMDM0NzMyMQ@@._V1._SY314_CR2,0,214,314_.jpg	1994	threesome	4.4	23	6	17	26	4.1	6	1	5	16	3	1708	52	http://content8.flixster.com/movie/27/55/275526_det.jpg
551	The Nightmare Before Christmas	0107688	Pesadilla antes de Navidad	http://ia.media-imdb.com/images/M/MV5BMTY2MDE3NTU2Ml5BMl5BanBnXkFtZTYwNjk1NTQ5._V1._SX214_CR0,0,214,314_.jpg	1993	nightmare_before_christmas	8.2	70	68	2	97	8.2	17	17	0	100	3.8	124838	89	http://content7.flixster.com/movie/10/87/87/10878797_det.jpg
552	The Three Musketeers	0108333	Los tres mosqueteros	http://ia.media-imdb.com/images/M/MV5BMjExNzg2NTU3MV5BMl5BanBnXkFtZTYwMDY4MDk5._V1._SX214_CR0,0,214,314_.jpg	1993	1046772-three_musketeers	4.8	24	7	17	29	0	3	0	3	0	3.2	13783	67	http://content7.flixster.com/movie/50/26/53/5026533_det.jpg
553	Tombstone	0108358	Tombstone: la leyenda de Wyatt Earp	http://ia.media-imdb.com/images/M/MV5BMjExNzM2Mzc3N15BMl5BanBnXkFtZTcwODYyNzgxMQ@@._V1._SY314_CR7,0,214,314_.jpg	1993	tombstone	6.4	39	30	9	76	0	3	0	3	0	3.8	31660	93	http://content7.flixster.com/movie/26/73/267317_det.jpg
554	Law & Order: Trial by Jury	0406429	Law & Order: Trial by Jury	http://ia.media-imdb.com/images/M/MV5BMjE1MTkwODA3Ml5BMl5BanBnXkFtZTcwNDQ1MjIzMQ@@._V1._SY314_CR9,0,214,314_.jpg	2005		\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
555	True Romance	0108399	Amor a quemarropa	http://ia.media-imdb.com/images/M/MV5BMTI1Njg1NzAxMl5BMl5BanBnXkFtZTYwOTk5MDE5._V1._SX214_CR0,0,214,314_.jpg	1993	true_romance	7.5	44	40	4	90	6.2	9	7	2	77	3.9	43205	90	http://content9.flixster.com/movie/38/28/09/3828095_det.jpg
556	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	0057012	¿Teléfono rojo?, volamos hacia Moscú	http://ia.media-imdb.com/images/M/MV5BMTU2ODM2NTkxNF5BMl5BanBnXkFtZTcwOTMwMzU3Mg@@._V1._SX214_CR0,0,214,314_.jpg	1964	dr_strangelove	9	58	58	0	100	8.6	8	8	0	100	4.2	33662	94	http://content8.flixster.com/movie/26/51/265102_det.jpg
558	The Pagemaster	0110763	El guardián de las palabras	http://ia.media-imdb.com/images/M/MV5BMTc2MjY4MjYwN15BMl5BanBnXkFtZTcwNDI3MjAyMQ@@._V1._SY314_CR2,0,214,314_.jpg	1994	pagemaster	4.6	15	3	12	20	5	6	2	4	33	2.8	7531	49	http://content8.flixster.com/movie/10/88/87/10888782_det.jpg
559	2 Days in Paris	0841044	2 Days in Paris	http://ia.media-imdb.com/images/M/MV5BMjAyNTY3NTcyOF5BMl5BanBnXkFtZTcwMTcyMjM1MQ@@._V1._SX214_CR0,0,214,314_.jpg	2007	two_days_in_paris	6.8	113	96	17	84	6.9	34	30	4	88	3.6	27100	71	http://content6.flixster.com/movie/93/43/00/9343004_det.jpg
560	The Beans of Egypt, Maine	0109226	The Beans of Egypt, Maine	http://ia.media-imdb.com/images/M/MV5BMTk5NTI1MDM1OF5BMl5BanBnXkFtZTcwODI5OTcyMQ@@._V1._SX77_SY140_.jpg	1994	forbidden_choices	0	3	1	2	33	0	0	0	0	0	0	0	0	http://content8.flixster.com/movie/10/97/04/10970454_det.jpg
561	Killer Movie	0988083	Killer Movie	http://ia.media-imdb.com/images/M/MV5BMzAxOTg0NTg5Ml5BMl5BanBnXkFtZTcwMTE3MTAyMg@@._V1._SX214_CR0,0,214,314_.jpg	2008	killer_movie	0	1	0	1	0	0	0	0	0	0	0	0	0	http://content7.flixster.com/movie/10/83/93/10839337_det.jpg
562	Welcome to the Dollhouse	0114906	Bienvenido a la casa de muñecas	http://ia.media-imdb.com/images/M/MV5BMTcxMzk5NzY4OV5BMl5BanBnXkFtZTcwNzcxNTgxMQ@@._V1._SY314_CR3,0,214,314_.jpg	1995	welcome_to_the_dollhouse	7.9	46	41	5	89	8.1	7	6	1	85	3.7	6911	84	http://content9.flixster.com/movie/10/88/33/10883391_det.jpg
563	Germinal	0107002	Germinal	http://ia.media-imdb.com/images/M/MV5BMzk5NTA4MjMwNl5BMl5BanBnXkFtZTYwMTg4NTg5._V1._SX214_CR0,0,214,314_.jpg	1993	germinal	6.9	10	9	1	90	0	2	2	0	100	3.7	511	71	http://content7.flixster.com/movie/39/89/93/3989933_det.jpg
564	Chugyeogja	1190539	Chugyeogja	http://ia.media-imdb.com/images/M/MV5BMjIyMzQwNjc2MV5BMl5BanBnXkFtZTcwNzg4MTY1Mg@@._V1._SY314_CR3,0,214,314_.jpg	2008	chaser	6.7	27	22	5	81	6.8	5	4	1	80	4	1927	88	http://content8.flixster.com/movie/10/85/52/10855238_det.jpg
565	Cronos	0104029	Cronos	http://ia.media-imdb.com/images/M/MV5BMTYyNjg1NjE4NF5BMl5BanBnXkFtZTcwMTg4MDUyMQ@@._V1._SY314_CR4,0,214,314_.jpg	1993	cronos	7.3	35	31	4	88	7.8	7	6	1	85	3.5	3398	68	http://content9.flixster.com/movie/27/72/277211_det.jpg
566	Naked in New York	0110623	Desnudo en Nueva York	http://ia.media-imdb.com/images/M/MV5BMTI2MTI0OTc3N15BMl5BanBnXkFtZTcwNzY2NjYyMQ@@._V1._SY314_CR0,0,214,314_.jpg	1993	naked_in_new_york	6.1	11	6	5	54	0	3	1	2	33	2.9	444	34	http://content8.flixster.com/movie/28/30/283098_det.jpg
567	Kika	0107315	Kika	http://ia.media-imdb.com/images/M/MV5BMTk0NDA2ODgxMV5BMl5BanBnXkFtZTcwMjUzNzIyMQ@@._V1._SX103_SY140_.jpg	1993	kika	5.7	13	8	5	61	5.1	5	2	3	40	0	0	0	http://content7.flixster.com/movie/10/91/08/10910897_det.jpg
568	Bhaji on the Beach	0106408	Bhaji on the Beach	http://ia.media-imdb.com/images/M/MV5BMTYyNTM0Mzk3MF5BMl5BanBnXkFtZTcwNDAzMTgxMQ@@._V1._SY314_CR4,0,214,314_.jpg	1993	bhaji_on_the_beach	7.4	8	7	1	87	0	2	2	0	100	3.3	372	60	http://content7.flixster.com/movie/10/90/24/10902481_det.jpg
569	Little Big League	0110363	Un entrenador de primera	http://ia.media-imdb.com/images/M/MV5BMTcyMDE3MzU0OF5BMl5BanBnXkFtZTcwNDM0NTIyMQ@@._V1._SY314_CR1,0,214,314_.jpg	1994	little_big_league	5.2	15	5	10	33	0	3	2	1	66	2.9	2288	50	http://content6.flixster.com/movie/25/93/259304_det.jpg
570	Kådisbellan	0107349	Kådisbellan	http://ia.media-imdb.com/images/M/MV5BMTI4OTM2Njg1MV5BMl5BanBnXkFtZTYwODAyNzg5._V1._SX214_CR0,0,214,314_.jpg	1993	kadisbellan-slingshot	6.9	9	8	1	88	0	1	1	0	100	3.5	76	59	http://content8.flixster.com/movie/10/84/06/10840610_det.jpg
571	Wide-Eyed and Legless	0111709	Wide-Eyed and Legless	http://ia.media-imdb.com/images/M/MV5BNTA0MTExMDY1NF5BMl5BanBnXkFtZTcwMzI4MjkxMQ@@._V1._SY314_CR2,0,214,314_.jpg	1993	wedding_gift	6	5	2	3	40	0	2	1	1	50	0	0	0	http://content6.flixster.com/movie/10/91/81/10918184_det.jpg
572	Foreign Student	0109828	Foreign Student		1994	foreign_student	0	3	1	2	33	0	0	0	0	0	0	0	0	http://content7.flixster.com/movie/10/97/01/10970101_det.jpg
573	Io speriamo che me la cavo	0107225	Mi querido profesor	http://ia.media-imdb.com/images/M/MV5BMTA1MzMzODE4ODVeQTJeQWpwZ15BbWU3MDg4NzQ1MjE@._V1._SY314_CR2,0,214,314_.jpg	1992	ciao_professore	6.2	7	4	3	57	0	2	1	1	50	3.6	412	71	http://content8.flixster.com/movie/10/88/08/10880806_det.jpg
574	Spanking the Monkey	0111252	Spanking the Monkey	http://ia.media-imdb.com/images/M/MV5BMjE5NTA0MDc0Ml5BMl5BanBnXkFtZTcwMTQ4MjYzMQ@@._V1._SY314_CR4,0,214,314_.jpg	1994	spanking_the_monkey	7.2	21	19	2	90	0	2	2	0	100	3.1	824	52	http://content8.flixster.com/movie/31/19/311926_det.jpg
575	The Little Rascals	0110366	Una pandilla de pillos	http://ia.media-imdb.com/images/M/MV5BMTQ0NjUzMTcyNV5BMl5BanBnXkFtZTcwOTY5MzEyMQ@@._V1._SY314_CR8,0,214,314_.jpg	1994	little_rascals	3.8	10	2	8	20	0	0	0	0	0	0	0	0	http://content6.flixster.com/movie/11/13/24/11132400_det.jpg
577	Andre	0109120	Andre	http://ia.media-imdb.com/images/M/MV5BMTg3MjU1MzYyMl5BMl5BanBnXkFtZTcwNzI4MjEyMQ@@._V1._SY314_CR3,0,214,314_.jpg	1994	andre	5.3	16	7	9	43	0	2	0	2	0	2.7	2286	52	http://content9.flixster.com/movie/25/89/258903_det.jpg
579	La scorta	0108059	La escolta	http://ia.media-imdb.com/images/M/MV5BMTkzMTg0MTAxNF5BMl5BanBnXkFtZTYwMDUwNzI5._V1._SX214_CR0,0,214,314_.jpg	1993	la_scorta	5.9	7	4	3	57	0	3	0	3	0	3.3	52	59	http://content9.flixster.com/movie/10/91/35/10913527_det.jpg
580	Princess Caraboo	0110892	La princesa Caraboo	http://ia.media-imdb.com/images/M/MV5BMTI2MDg5ODgzN15BMl5BanBnXkFtZTcwNzQ1ODEzMQ@@._V1._SX214_CR0,0,214,314_.jpg	1994	princess_caraboo	5.7	14	8	6	57	0	3	0	3	0	3	723	43	http://content8.flixster.com/movie/26/16/261614_det.jpg
581	The Celluloid Closet	0112651	Celuloid Closet	http://ia.media-imdb.com/images/M/MV5BMTI2NjIzOTI5MV5BMl5BanBnXkFtZTcwNTcwNTEyMQ@@._V1._SY314_CR1,0,214,314_.jpg	1995	celluloid_closet	7.8	24	23	1	95	8.6	5	5	0	100	3.9	1222	87	http://content9.flixster.com/movie/10/87/44/10874435_det.jpg
582	Métisse	0107642	Métisse	http://ia.media-imdb.com/images/M/MV5BMTkzMDk4MDMzMl5BMl5BanBnXkFtZTcwMTU4ODgyMQ@@._V1._SY314_CR7,0,214,314_.jpg	1993	cafe_au_lait	5.9	6	4	2	66	0	2	1	1	50	0	0	0	http://content8.flixster.com/movie/10/89/42/10894274_det.jpg
583	Caro diario	0109382	Caro diario: querido diario	http://ia.media-imdb.com/images/M/MV5BMjA3MjY4NzYyNl5BMl5BanBnXkFtZTYwNzM4Mjg5._V1._SX150_SY224_.jpg	1993	caro_diario	6.7	9	6	3	66	0	2	0	2	0	4.1	936	86	http://content6.flixster.com/movie/43/98/42/4398424_det.jpg
585	The Brady Bunch Movie	0112572	La tribu de los Brady	http://ia.media-imdb.com/images/M/MV5BMTEwNjU1NjMyNDBeQTJeQWpwZ15BbWU3MDQ4NDUwMjE@._V1._SY314_CR2,0,214,314_.jpg	1995	brady_bunch_movie	5.7	38	23	15	60	6.4	11	7	4	63	2.4	3906	38	http://content8.flixster.com/movie/10/70/30/10703022_det.jpg
586	Home Alone	0099785	Solo en casa	http://ia.media-imdb.com/images/M/MV5BMTUzMzg4MTg2M15BMl5BanBnXkFtZTYwNDM4OTk4._V1._SY314_CR5,0,214,314_.jpg	1990	home_alone	5	30	14	16	46	0	2	0	2	0	3.3	66201	74	http://content6.flixster.com/movie/31/21/312104_det.jpg
587	Ghost	0099653	Ghost, más allá del amor	http://ia.media-imdb.com/images/M/MV5BMjAxNzk3NDQ3OV5BMl5BanBnXkFtZTcwODU3MjE0MQ@@._V1._SY314_CR4,0,214,314_.jpg	1990	1031086-ghost	6.8	42	34	8	80	0	4	4	0	100	3.5	62365	79	http://content7.flixster.com/movie/25/44/254497_det.jpg
588	Aladdin	0103639	Aladdin	http://ia.media-imdb.com/images/M/MV5BMjE0ODI0NTM1OV5BMl5BanBnXkFtZTcwODE0MjYyMQ@@._V1._SY314_CR5,0,214,314_.jpg	1992		\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
589	Terminator 2: Judgment Day	0103064	Terminator 2: el juicio final	http://ia.media-imdb.com/images/M/MV5BMTg5NzUwMDU5NF5BMl5BanBnXkFtZTcwMjk2MDA4Mg@@._V1._SY314_CR17,0,214,314_.jpg	1991	terminator_2_judgment_day	8.4	42	41	1	97	7.4	11	10	1	90	3.7	77100	88	http://content7.flixster.com/movie/10/94/47/10944701_det.jpg
590	Dances with Wolves	0099348	Bailando con lobos	http://ia.media-imdb.com/images/M/MV5BMTY3OTI5NDczN15BMl5BanBnXkFtZTcwNDA0NDY3Mw@@._V1._SX214_CR0,0,214,314_.jpg	1990	dances_with_wolves	7	46	35	11	76	6.9	10	7	3	70	3.6	28000	84	http://content6.flixster.com/movie/10/87/82/10878268_det.jpg
591	Tough and Deadly	0114706	Tough and Deadly	http://ia.media-imdb.com/images/M/MV5BMTc5OTQxMjc5NF5BMl5BanBnXkFtZTcwOTY0NTQyMQ@@._V1._SY314_CR4,0,214,314_.jpg	1995		\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
592	Batman	0060153	Batman: La película	http://ia.media-imdb.com/images/M/MV5BMTgwODIyNjQzMF5BMl5BanBnXkFtZTcwOTIxMjMyMQ@@._V1._SY314_CR1,0,214,314_.jpg	1966	batman_the_movie	6.2	22	18	4	81	0	1	1	0	100	3	13951	51	http://content8.flixster.com/movie/10/85/60/10856086_det.jpg
593	The Silence of the Lambs	0102926	El silencio de los corderos	http://ia.media-imdb.com/images/M/MV5BMTc2MjE2NzM2N15BMl5BanBnXkFtZTcwMjM3MjI3Mw@@._V1._SX214_CR0,0,214,314_.jpg	1991	silence_of_the_lambs	8.5	52	50	2	96	7.8	11	10	1	90	4	98921	93	http://content7.flixster.com/movie/55/12/86/5512865_det.jpg
594	Snow White and the Seven Dwarfs	0029583	Blancanieves y los siete enanitos	http://ia.media-imdb.com/images/M/MV5BMTc5NzMxMTY2Nl5BMl5BanBnXkFtZTcwMzEyODY4Mg@@._V1._SY314_CR23,0,214,314_.jpg	1937	the-house-of-magical-sounds	0	0	0	0	0	0	0	0	0	0	0	0	0	http://content6.flixster.com/movie/10/85/16/10851672_det.jpg
595	Beauty and the Beast	0101414	La bella y la bestia	http://ia.media-imdb.com/images/M/MV5BMTUyMjI5MjIxN15BMl5BanBnXkFtZTcwNDI1MzMyMQ@@._V1._SX214_CR0,0,214,314_.jpg	1991	1038728-beauty_and_the_beast	8	57	52	5	91	7.8	18	17	1	94	3.7	81050	85	http://content6.flixster.com/movie/10/92/78/10927816_det.jpg
596	Pinocchio	0032910	Pinocho	http://ia.media-imdb.com/images/M/MV5BMTI1NDM4ODQ3Ml5BMl5BanBnXkFtZTcwNzE1MzQyMQ@@._V1._SY314_CR1,0,214,314_.jpg	1940	1016342-pinocchio	9	37	37	0	100	8.5	5	5	0	100	3.3	19102	66	http://content8.flixster.com/movie/10/87/27/10872762_det.jpg
